Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HealthCare,Chrome 71.0.3578.98,,2019-03-11 09:19:35,2019-03-11 09:19:46,10.713s,PASSED
,,,,,,
Test Cases/New Test Case1,Chrome 71.0.3578.98,,2019-03-11 09:19:35,2019-03-11 09:19:46,10.327s,PASSED
openBrowser(null),Chrome 71.0.3578.98,,2019-03-11 09:19:36,2019-03-11 09:19:38,1.795s,PASSED
"navigateToUrl(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-11 09:19:38,2019-03-11 09:19:42,4.843s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-11 09:19:42,2019-03-11 09:19:43,0.643s,PASSED
"setText(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Username_username""), Username)",Chrome 71.0.3578.98,,2019-03-11 09:19:43,2019-03-11 09:19:43,0.247s,PASSED
"sendKeys(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 71.0.3578.98,,2019-03-11 09:19:43,2019-03-11 09:19:44,0.264s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-11 09:19:44,2019-03-11 09:19:44,0.687s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospital_readmission""))",Chrome 71.0.3578.98,,2019-03-11 09:19:44,2019-03-11 09:19:44,0.151s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 71.0.3578.98,,2019-03-11 09:19:44,2019-03-11 09:19:44,0.120s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), StrText)",Chrome 71.0.3578.98,,2019-03-11 09:19:44,2019-03-11 09:19:45,0.213s,PASSED
"selectOptionByIndex(findTestObject(""Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center                            Hongkong CURA Healthcare Center                            Seoul CURA Healthcare Center""), variable)",Chrome 71.0.3578.98,,2019-03-11 09:19:45,2019-03-11 09:19:45,0.159s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), ""22/03/2019"")",Chrome 71.0.3578.98,,2019-03-11 09:19:45,2019-03-11 09:19:45,0.298s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 71.0.3578.98,,2019-03-11 09:19:45,2019-03-11 09:19:46,0.450s,PASSED
