Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HealthCare,Chrome 71.0.3578.98,,2019-03-11 09:23:45,2019-03-11 09:23:55,10.215s,PASSED
,,,,,,
Test Cases/New Test Case1,Chrome 71.0.3578.98,,2019-03-11 09:23:45,2019-03-11 09:23:55,9.858s,PASSED
openBrowser(null),Chrome 71.0.3578.98,,2019-03-11 09:23:45,2019-03-11 09:23:47,1.722s,PASSED
"navigateToUrl(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-11 09:23:47,2019-03-11 09:23:51,4.270s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-11 09:23:51,2019-03-11 09:23:52,0.755s,PASSED
"setText(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Username_username""), Username)",Chrome 71.0.3578.98,,2019-03-11 09:23:52,2019-03-11 09:23:52,0.296s,PASSED
"sendKeys(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 71.0.3578.98,,2019-03-11 09:23:52,2019-03-11 09:23:53,0.310s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-11 09:23:53,2019-03-11 09:23:53,0.637s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospital_readmission""))",Chrome 71.0.3578.98,,2019-03-11 09:23:53,2019-03-11 09:23:54,0.154s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 71.0.3578.98,,2019-03-11 09:23:54,2019-03-11 09:23:54,0.123s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), StrText)",Chrome 71.0.3578.98,,2019-03-11 09:23:54,2019-03-11 09:23:54,0.186s,PASSED
"selectOptionByIndex(findTestObject(""Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center                            Hongkong CURA Healthcare Center                            Seoul CURA Healthcare Center""), variable)",Chrome 71.0.3578.98,,2019-03-11 09:23:54,2019-03-11 09:23:54,0.163s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), ""22/03/2019"")",Chrome 71.0.3578.98,,2019-03-11 09:23:54,2019-03-11 09:23:54,0.299s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 71.0.3578.98,,2019-03-11 09:23:54,2019-03-11 09:23:55,0.474s,PASSED
