Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HealthCare,Chrome 71.0.3578.98,,2019-03-08 13:18:22,2019-03-08 13:18:45,23.365s,PASSED
,,,,,,
Test Cases/New Test Case1,Chrome 71.0.3578.98,,2019-03-08 13:18:22,2019-03-08 13:18:45,22.594s,PASSED
openBrowser(null),Chrome 71.0.3578.98,,2019-03-08 13:18:23,2019-03-08 13:18:36,13.490s,PASSED
"navigateToUrl(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-08 13:18:36,2019-03-08 13:18:41,4.051s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-08 13:18:41,2019-03-08 13:18:41,0.952s,PASSED
"setText(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Username_username""), Username)",Chrome 71.0.3578.98,,2019-03-08 13:18:41,2019-03-08 13:18:42,0.368s,PASSED
"sendKeys(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 71.0.3578.98,,2019-03-08 13:18:42,2019-03-08 13:18:42,0.412s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-08 13:18:42,2019-03-08 13:18:43,0.713s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospital_readmission""))",Chrome 71.0.3578.98,,2019-03-08 13:18:43,2019-03-08 13:18:43,0.179s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 71.0.3578.98,,2019-03-08 13:18:43,2019-03-08 13:18:43,0.226s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), StrText)",Chrome 71.0.3578.98,,2019-03-08 13:18:43,2019-03-08 13:18:44,0.271s,PASSED
"selectOptionByIndex(findTestObject(""Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center                            Hongkong CURA Healthcare Center                            Seoul CURA Healthcare Center""), variable)",Chrome 71.0.3578.98,,2019-03-08 13:18:44,2019-03-08 13:18:44,0.235s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), ""22/03/2019"")",Chrome 71.0.3578.98,,2019-03-08 13:18:44,2019-03-08 13:18:44,0.405s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 71.0.3578.98,,2019-03-08 13:18:44,2019-03-08 13:18:45,0.561s,PASSED
