Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DataTestSuite,Chrome 71.0.3578.98,,2019-03-13 11:15:08,2019-03-13 11:15:45,36.917s,ERROR
,,,,,,
Test Cases/New Test Case1,Chrome 71.0.3578.98,,2019-03-13 11:15:09,2019-03-13 11:15:45,36.507s,ERROR
openBrowser(null),Chrome 71.0.3578.98,,2019-03-13 11:15:09,2019-03-13 11:15:13,3.434s,PASSED
"navigateToUrl(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-13 11:15:13,2019-03-13 11:15:16,3.257s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-13 11:15:16,2019-03-13 11:15:17,0.774s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:17,2019-03-13 11:15:20,3.003s,PASSED
"setText(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Username_username""), Username)",Chrome 71.0.3578.98,,2019-03-13 11:15:20,2019-03-13 11:15:20,0.223s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:20,2019-03-13 11:15:23,3.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 71.0.3578.98,,2019-03-13 11:15:23,2019-03-13 11:15:23,0.306s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:23,2019-03-13 11:15:26,3.001s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-13 11:15:26,2019-03-13 11:15:27,0.983s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:27,2019-03-13 11:15:30,3.002s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospital_readmission""))",Chrome 71.0.3578.98,,2019-03-13 11:15:30,2019-03-13 11:15:31,0.176s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:31,2019-03-13 11:15:34,3.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 71.0.3578.98,,2019-03-13 11:15:34,2019-03-13 11:15:34,0.153s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:34,2019-03-13 11:15:37,3.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), StrText)",Chrome 71.0.3578.98,,2019-03-13 11:15:37,2019-03-13 11:15:37,0.177s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:37,2019-03-13 11:15:40,3.002s,PASSED
"selectOptionByIndex(findTestObject(""Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center                            Hongkong CURA Healthcare Center                            Seoul CURA Healthcare Center""), variable)",Chrome 71.0.3578.98,,2019-03-13 11:15:40,2019-03-13 11:15:40,0.167s,PASSED
sleep(3000),Chrome 71.0.3578.98,,2019-03-13 11:15:40,2019-03-13 11:15:43,3.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), java.util.Date)",Chrome 71.0.3578.98,,2019-03-13 11:15:43,2019-03-13 11:15:43,0.057s,ERROR
