Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HealthCare,Chrome 71.0.3578.98,,2019-03-08 14:40:10,2019-03-08 14:40:26,15.956s,PASSED
,,,,,,
Test Cases/New Test Case1,Chrome 71.0.3578.98,,2019-03-08 14:40:10,2019-03-08 14:40:26,15.441s,PASSED
openBrowser(null),Chrome 71.0.3578.98,,2019-03-08 14:40:11,2019-03-08 14:40:16,5.445s,PASSED
"navigateToUrl(""http://demoaut.katalon.com/"")",Chrome 71.0.3578.98,,2019-03-08 14:40:16,2019-03-08 14:40:22,5.457s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 71.0.3578.98,,2019-03-08 14:40:22,2019-03-08 14:40:23,0.910s,PASSED
"setText(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Username_username""), Username)",Chrome 71.0.3578.98,,2019-03-08 14:40:23,2019-03-08 14:40:23,0.339s,PASSED
"sendKeys(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 71.0.3578.98,,2019-03-08 14:40:23,2019-03-08 14:40:23,0.331s,PASSED
"click(findTestObject(""Object Repository/Home_Page/Page_CURA Healthcare Service/button_Login""))",Chrome 71.0.3578.98,,2019-03-08 14:40:23,2019-03-08 14:40:24,0.810s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospital_readmission""))",Chrome 71.0.3578.98,,2019-03-08 14:40:24,2019-03-08 14:40:24,0.127s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 71.0.3578.98,,2019-03-08 14:40:24,2019-03-08 14:40:24,0.146s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), StrText)",Chrome 71.0.3578.98,,2019-03-08 14:40:24,2019-03-08 14:40:25,0.229s,PASSED
"selectOptionByIndex(findTestObject(""Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center                            Hongkong CURA Healthcare Center                            Seoul CURA Healthcare Center""), variable)",Chrome 71.0.3578.98,,2019-03-08 14:40:25,2019-03-08 14:40:25,0.222s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), ""22/03/2019"")",Chrome 71.0.3578.98,,2019-03-08 14:40:25,2019-03-08 14:40:25,0.347s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 71.0.3578.98,,2019-03-08 14:40:25,2019-03-08 14:40:26,0.542s,PASSED
